URN,LA (code),LA (name),EstablishmentNumber,EstablishmentName,TypeOfEstablishment (name),EstablishmentTypeGroup (name),EstablishmentStatus (name),OpenDate,CloseDate,PhaseOfEducation (name),StatutoryLowAge,StatutoryHighAge,SchoolCapacity,NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,Trusts (name),FederationFlag (name),Federations (name),UKPRN,GOR (name),UrbanRural (name),GSSLACode (name),Easting,Northing,UPRN
131986,391,Newcastle upon Tyne,7034,Hadrian School,Foundation special school,Special schools,Open,01/09/1999,,Not applicable,2,11,175,152,88,64,55.9,The Newcastle Special Schools Trust,Not under a federation,,10069465,North East,(England/Wales) Urban major conurbation,E08000021,421467,564742,4510137688
131987,391,Newcastle upon Tyne,7035,Sir Charles Parsons School,Foundation special school,Special schools,Open,01/09/1999,,Not applicable,11,19,162,185,129,56,58.7,The Newcastle Special Schools Trust,Not under a federation,,10017509,North East,(England/Wales) Urban major conurbation,E08000021,428975,565133,4510105444
132130,929,Northumberland,1100,Northumberland Pupil Referral Unit,Pupil referral unit,Local authority maintained schools,Open,01/09/1998,,Not applicable,6,14,32,9,6,3,77.8,,Not applicable,,10016697,North East,(England/Wales) Rural hamlet and isolated dwellings,E06000057,422376,582407,2920004728
132141,392,North Tyneside,2087,Hadrian Park Primary School,Foundation school,Local authority maintained schools,Open,01/09/2001,,Primary,3,11,472,435,229,206,18.4,The North Tyneside Learning Trust,Not under a federation,,10073628,North East,(England/Wales) Urban major conurbation,E08000022,431289,569039,47000575
132145,390,Gateshead,2237,St Aidan's Church of England Primary School,Voluntary aided school,Local authority maintained schools,Open,01/09/2000,,Primary,3,11,208,227,99,128,36.1,,Not under a federation,,10080457,North East,(England/Wales) Urban major conurbation,E08000037,424278,562161,10022986443
132172,840,County Durham,2003,North Park Primary School,Community school,Local authority maintained schools,Open,01/09/2002,,Primary,3,11,266,222,117,105,48.3,,Not under a federation,,10073626,North East,(England/Wales) Urban city and town,E06000047,426468,534022,10012054262
132771,929,Northumberland,7024,Atkinson House School,Community special school,Special schools,Open,01/09/2000,,Not applicable,11,16,80,75,75,0,66.7,,Not under a federation,,10014914,North East,(England/Wales) Rural town and fringe,E06000057,428792,574807,10014491134
132799,393,South Tyneside,1021,The Sue Hedley Nursery School,Local authority nursery school,Local authority maintained schools,Open,02/10/2000,,Nursery,2,5,,100,65,35,11.5,,Not under a federation,,,North East,(England/Wales) Urban major conurbation,E08000023,431461,564651,10024090630
132808,808,Stockton-on-Tees,2003,Myton Park Primary School,Community school,Local authority maintained schools,Open,01/09/2003,,Primary,3,11,210,255,129,126,3.2,,Not under a federation,,10073607,North East,(England/Wales) Urban city and town,E06000004,443981,513908,20002027166
133384,392,North Tyneside,2088,Western Community Primary School,Foundation school,Local authority maintained schools,Open,01/09/2002,,Primary,3,11,498,469,234,235,22.9,The North Tyneside Learning Trust,Not under a federation,,10079200,North East,(England/Wales) Urban major conurbation,E08000022,429340,566498,47105042
133397,390,Gateshead,7010,Eslington Primary School,Community special school,Special schools,Open,01/09/2001,,Not applicable,4,11,68,61,55,6,50.8,,Not under a federation,,10074183,North East,(England/Wales) Urban major conurbation,E08000037,424238,562075,10022997458
133432,392,North Tyneside,7007,Silverdale School,Foundation special school,Special schools,Open,01/09/2001,,Not applicable,3,16,,86,83,3,66.3,The North Tyneside Learning Trust,Not under a federation,,10017482,North East,(England/Wales) Urban major conurbation,E08000022,432246,568176,47053957
133680,393,South Tyneside,3010,Jarrow Cross CofE Primary School,Voluntary controlled school,Local authority maintained schools,Open,01/04/2002,,Primary,4,11,315,311,155,156,34.1,,Not under a federation,,10074169,North East,(England/Wales) Urban major conurbation,E08000023,432973,564701,103000012
133701,840,County Durham,2004,Seascape Primary School,Community school,Local authority maintained schools,Open,01/09/2002,,Primary,2,11,385,277,138,139,54.2,,Not under a federation,,10069416,North East,(England/Wales) Urban city and town,E06000047,443458,541301,10013258931
133725,393,South Tyneside,4033,Jarrow School,Foundation school,Local authority maintained schools,Open,06/01/2003,,Secondary,11,16,820,801,415,386,30.5,,Not under a federation,,10016009,North East,(England/Wales) Urban major conurbation,E08000023,432822,564310,103000012
134076,806,Middlesbrough,2002,Whinney Banks Primary School,Community school,Local authority maintained schools,Open,01/09/2003,,Primary,2,11,420,491,242,249,36,,Not under a federation,,10071781,North East,(England/Wales) Urban city and town,E06000002,447564,517762,1.00E+11
134078,840,County Durham,2005,Pelton Community Primary School,Community school,Local authority maintained schools,Open,01/09/2003,,Primary,2,11,384,346,180,166,32.9,,Supported by a federation,Beamish and Pelton Federation of Schools,10069405,North East,(England/Wales) Urban major conurbation,E06000047,425556,553284,10002956072
134184,394,Sunderland,7001,Columbia Grange School,Community special school,Special schools,Open,01/09/2003,,Not applicable,2,11,115,115,92,23,45.2,,Not under a federation,,10069402,North East,(England/Wales) Urban major conurbation,E08000024,431510,555531,45142901
134187,393,South Tyneside,2001,Westoe Crown Primary School,Community school,Local authority maintained schools,Open,01/09/2004,,Primary,3,11,630,672,348,324,14.2,,Not under a federation,,10071774,North East,(England/Wales) Urban major conurbation,E08000023,437352,566757,103002824
134230,393,South Tyneside,2002,Sea View Primary School,Community school,Local authority maintained schools,Open,01/09/2006,,Primary,4,11,422,447,231,216,37.8,,Not under a federation,,10074145,North East,(England/Wales) Urban major conurbation,E08000023,438458,565818,103005845
134473,929,Northumberland,3918,Cragside CofE Controlled Primary School,Voluntary controlled school,Local authority maintained schools,Open,30/11/2003,,Primary,4,11,420,352,183,169,8.2,,Not under a federation,,10074135,North East,(England/Wales) Urban major conurbation,E06000057,426830,575327,1.00E+11
134532,394,Sunderland,3332,Wessington Primary School,Community school,Local authority maintained schools,Open,01/09/2004,,Primary,2,11,312,275,139,136,42.2,,Not under a federation,,10079982,North East,(England/Wales) Urban major conurbation,E08000024,430577,556245,45010946
134621,808,Stockton-on-Tees,3393,Fairfield Primary School,Community school,Local authority maintained schools,Open,01/09/2004,,Primary,3,11,420,471,243,228,12.1,,Not under a federation,,10071759,North East,(England/Wales) Urban city and town,E06000004,441452,519278,1.00E+11
134657,840,County Durham,3524,Seaham Trinity Primary School,Community school,Local authority maintained schools,Open,01/09/2008,,Primary,3,11,390,443,237,206,35.1,,Not under a federation,,10071757,North East,(England/Wales) Urban city and town,E06000047,442454,549167,1.00E+11
134662,840,County Durham,7033,The Oaks Secondary School,Community special school,Special schools,Open,01/09/2005,,Not applicable,11,19,,285,191,94,48.6,,Supported by a federation,The North & South West Durham Learning Federation,10018241,North East,(England/Wales) Urban city and town,E06000047,425171,532980,1.00E+11
134663,840,County Durham,7034,Evergreen Primary School,Community special school,Special schools,Open,01/09/2005,,Not applicable,2,11,,188,134,54,51.1,,Supported by a federation,The North & South West Durham Learning Federation,10079978,North East,(England/Wales) Urban city and town,E06000047,420411,528925,10014568617
134705,807,Redcar and Cleveland,3394,South Bank Community Primary School,Foundation school,Local authority maintained schools,Open,01/09/2005,,Primary,3,11,315,269,136,133,54.6,,Not under a federation,,10076648,North East,(England/Wales) Urban city and town,E06000003,453644,519926,2.00E+11
134708,808,Stockton-on-Tees,3394,Barley Fields Primary,Community school,Local authority maintained schools,Open,01/09/2006,,Primary,4,11,708,686,346,340,4.5,,Not under a federation,,10074129,North East,(England/Wales) Urban city and town,E06000004,444324,513557,1.00E+11
134719,841,Darlington,3515,Whinfield Primary School,Community school,Local authority maintained schools,Open,01/09/2004,,Primary,5,11,630,550,272,278,13.8,,Not under a federation,,10079974,North East,(England/Wales) Urban city and town,E06000005,431138,516751,1.00E+11
134813,393,South Tyneside,7006,Park View School,Community special school,Special schools,Open,01/09/2004,,Not applicable,11,16,50,42,37,5,59.5,,Not under a federation,,10018234,North East,(England/Wales) Urban major conurbation,E08000023,436642,564901,2.00E+11
134853,808,Stockton-on-Tees,3395,Harewood Primary School,Community school,Local authority maintained schools,Open,01/04/2005,,Primary,3,11,420,449,217,232,41.1,,Not under a federation,,10076644,North East,(England/Wales) Urban city and town,E06000004,445652,517730,1.00E+11
134855,840,County Durham,3516,Prince Bishops Community Primary School,Community school,Local authority maintained schools,Open,01/09/2006,,Primary,2,11,240,225,117,108,40,,Not under a federation,,10079969,North East,(England/Wales) Urban city and town,E06000047,422694,528260,10000808205
135064,929,Northumberland,3920,Norham St Ceolwulfs CofE Controlled First School,Voluntary controlled school,Local authority maintained schools,Open,01/05/2005,,Primary,3,9,44,28,9,19,7.1,,Not under a federation,,10080731,North East,(England/Wales) Rural village in a sparse setting,E06000057,390023,647179,10014489830
135088,841,Darlington,3517,Harrowgate Hill Primary School,Community school,Local authority maintained schools,Open,01/09/2005,,Primary,3,11,708,613,315,298,19.8,,Not under a federation,,10071722,North East,(England/Wales) Urban city and town,E06000005,429274,516915,1.00E+11
135126,808,Stockton-on-Tees,3397,Roseberry Primary School,Community school,Local authority maintained schools,Open,01/09/2007,,Primary,3,11,420,427,218,209,36.4,,Not under a federation,,10071719,North East,(England/Wales) Urban city and town,E06000004,446302,524050,10013718568
135207,840,County Durham,3525,Brandon Primary School,Community school,Local authority maintained schools,Open,01/09/2008,,Primary,3,11,496,298,156,142,28.7,,Not under a federation,,10071713,North East,(England/Wales) Rural town and fringe,E06000047,424014,539543,2.00E+11
135286,391,Newcastle upon Tyne,3875,Brunton First School,Foundation school,Local authority maintained schools,Open,01/09/2009,,Primary,4,9,450,449,218,231,1.6,Gosforth Schools' Trust,Not under a federation,,10080730,North East,(England/Wales) Rural village,E08000021,422996,570751,4510733497
135634,929,Northumberland,3923,Grange View Church of England Voluntary Controlled First School,Voluntary controlled school,Local authority maintained schools,Open,01/09/2008,,Primary,3,9,150,133,65,68,24.1,,Not under a federation,,10080729,North East,(England/Wales) Rural town and fringe,E06000057,424285,593858,2920008622
135640,394,Sunderland,1102,The Link School,Pupil referral unit,Local authority maintained schools,Open,01/09/2008,,Not applicable,7,14,,130,96,34,61.5,,Not applicable,,10025572,North East,(England/Wales) Urban major conurbation,E08000024,437045,555142,45139661
135838,840,County Durham,3527,Shotton Hall Primary School,Community school,Local authority maintained schools,Open,31/08/2010,,Primary,4,11,360,349,173,176,28.9,,Not under a federation,,10072324,North East,(England/Wales) Urban city and town,E06000047,441841,539644,1.00E+11
135842,393,South Tyneside,3318,Forest View Primary,Community school,Local authority maintained schools,Open,01/09/2011,,Primary,3,11,315,248,112,136,42.9,,Not under a federation,,10070308,North East,(England/Wales) Urban major conurbation,E08000023,436497,562569,10024090109
136163,393,South Tyneside,3319,Hebburn Lakes Primary School,Community school,Local authority maintained schools,Open,01/09/2012,,Primary,3,11,420,482,265,217,39.4,,Not under a federation,,10076619,North East,(England/Wales) Urban major conurbation,E08000023,431586,563921,10024090631
136178,393,South Tyneside,3320,Harton Primary School,Community school,Local authority maintained schools,Open,01/09/2010,,Primary,3,11,630,697,361,336,30.3,,Not under a federation,,10070300,North East,(England/Wales) Urban major conurbation,E08000023,438344,564710,10024090272
136252,393,South Tyneside,7007,Keelman's Way School,Foundation special school,Special schools,Open,01/09/2012,,Not applicable,2,19,146,142,93,49,50.5,South Tyneside Co-Operative Special School Trust,Not under a federation,,10038784,North East,(England/Wales) Urban major conurbation,E08000023,431548,564591,10024090630
